,class,sentence,at,char_grams,content,dep_tree,parse_tree,pos,repliedAt,replyContent,reviewCreatedVersion,reviewId,root,score,tagged_sent,thumbsUpCount,userName
87,,"I have improved during the time I have been using this app.5 star rating because why not ? , it is one of the best art tools I have used.in my opinion this is even better that ibispaint X ( no offense ) i am extremely surprised by my improvement in art .",2019-10-12 06:12:26,"['Ih', 'ha', 'av', 've', 'ei', 'im', 'mp', 'pr', 'ro', 'ov', 've', 'ed', 'dd', 'du', 'ur', 'ri', 'in', 'ng', 'gt', 'th', 'he', 'et', 'ti', 'im', 'me', 'eI', 'Ih', 'ha', 'av', 've', 'eb', 'be', 'ee', 'en', 'nu', 'us', 'si', 'in', 'ng', 'gt', 'th', 'hi', 'is', 'sa', 'ap', 'pp', 'p.', '.5', '5s', 'st', 'ta', 'ar', 'rr', 'ra', 'at', 'ti', 'in', 'ng', 'gb', 'be', 'ec', 'ca', 'au', 'us', 'se', 'ew', 'wh', 'hy', 'yn', 'no', 'ot', 't?', '?,', ',i', 'it', 'ti', 'is', 'so', 'on', 'ne', 'eo', 'of', 'ft', 'th', 'he', 'eb', 'be', 'es', 'st', 'ta', 'ar', 'rt', 'tt', 'to', 'oo', 'ol', 'ls', 'sI', 'Ih', 'ha', 'av', 've', 'eu', 'us', 'se', 'ed', 'd.', '.i', 'in', 'nm', 'my', 'yo', 'op', 'pi', 'in', 'ni', 'io', 'on', 'nt', 'th', 'hi', 'is', 'si', 'is', 'se', 'ev', 've', 'en', 'nb', 'be', 'et', 'tt', 'te', 'er', 'rt', 'th', 'ha', 'at', 'ti', 'ib', 'bi', 'is', 'sp', 'pa', 'ai', 'in', 'nt', 'tX', 'X(', '(n', 'no', 'oo', 'of', 'ff', 'fe', 'en', 'ns', 'se', 'e)', ')i', 'ia', 'am', 'me', 'ex', 'xt', 'tr', 're', 'em', 'me', 'el', 'ly', 'ys', 'su', 'ur', 'rp', 'pr', 'ri', 'is', 'se', 'ed', 'db', 'by', 'ym', 'my', 'yi', 'im', 'mp', 'pr', 'ro', 'ov', 've', 'em', 'me', 'en', 'nt', 'ti', 'in', 'na', 'ar', 'rt', 't.', 'Iha', 'hav', 'ave', 'vei', 'eim', 'imp', 'mpr', 'pro', 'rov', 'ove', 'ved', 'edd', 'ddu', 'dur', 'uri', 'rin', 'ing', 'ngt', 'gth', 'the', 'het', 'eti', 'tim', 'ime', 'meI', 'eIh', 'Iha', 'hav', 'ave', 'veb', 'ebe', 'bee', 'een', 'enu', 'nus', 'usi', 'sin', 'ing', 'ngt', 'gth', 'thi', 'his', 'isa', 'sap', 'app', 'pp.', 'p.5', '.5s', '5st', 'sta', 'tar', 'arr', 'rra', 'rat', 'ati', 'tin', 'ing', 'ngb', 'gbe', 'bec', 'eca', 'cau', 'aus', 'use', 'sew', 'ewh', 'why', 'hyn', 'yno', 'not', 'ot?', 't?,', '?,i', ',it', 'iti', 'tis', 'iso', 'son', 'one', 'neo', 'eof', 'oft', 'fth', 'the', 'heb', 'ebe', 'bes', 'est', 'sta', 'tar', 'art', 'rtt', 'tto', 'too', 'ool', 'ols', 'lsI', 'sIh', 'Iha', 'hav', 'ave', 'veu', 'eus', 'use', 'sed', 'ed.', 'd.i', '.in', 'inm', 'nmy', 'myo', 'yop', 'opi', 'pin', 'ini', 'nio', 'ion', 'ont', 'nth', 'thi', 'his', 'isi', 'sis', 'ise', 'sev', 'eve', 'ven', 'enb', 'nbe', 'bet', 'ett', 'tte', 'ter', 'ert', 'rth', 'tha', 'hat', 'ati', 'tib', 'ibi', 'bis', 'isp', 'spa', 'pai', 'ain', 'int', 'ntX', 'tX(', 'X(n', '(no', 'noo', 'oof', 'off', 'ffe', 'fen', 'ens', 'nse', 'se)', 'e)i', ')ia', 'iam', 'ame', 'mex', 'ext', 'xtr', 'tre', 'rem', 'eme', 'mel', 'ely', 'lys', 'ysu', 'sur', 'urp', 'rpr', 'pri', 'ris', 'ise', 'sed', 'edb', 'dby', 'bym', 'ymy', 'myi', 'yim', 'imp', 'mpr', 'pro', 'rov', 'ove', 'vem', 'eme', 'men', 'ent', 'nti', 'tin', 'ina', 'nar', 'art', 'rt.', 'Ihav', 'have', 'avei', 'veim', 'eimp', 'impr', 'mpro', 'prov', 'rove', 'oved', 'vedd', 'eddu', 'ddur', 'duri', 'urin', 'ring', 'ingt', 'ngth', 'gthe', 'thet', 'heti', 'etim', 'time', 'imeI', 'meIh', 'eIha', 'Ihav', 'have', 'aveb', 'vebe', 'ebee', 'been', 'eenu', 'enus', 'nusi', 'usin', 'sing', 'ingt', 'ngth', 'gthi', 'this', 'hisa', 'isap', 'sapp', 'app.', 'pp.5', 'p.5s', '.5st', '5sta', 'star', 'tarr', 'arra', 'rrat', 'rati', 'atin', 'ting', 'ingb', 'ngbe', 'gbec', 'beca', 'ecau', 'caus', 'ause', 'usew', 'sewh', 'ewhy', 'whyn', 'hyno', 'ynot', 'not?', 'ot?,', 't?,i', '?,it', ',iti', 'itis', 'tiso', 'ison', 'sone', 'oneo', 'neof', 'eoft', 'ofth', 'fthe', 'theb', 'hebe', 'ebes', 'best', 'esta', 'star', 'tart', 'artt', 'rtto', 'ttoo', 'tool', 'ools', 'olsI', 'lsIh', 'sIha', 'Ihav', 'have', 'aveu', 'veus', 'euse', 'used', 'sed.', 'ed.i', 'd.in', '.inm', 'inmy', 'nmyo', 'myop', 'yopi', 'opin', 'pini', 'inio', 'nion', 'iont', 'onth', 'nthi', 'this', 'hisi', 'isis', 'sise', 'isev', 'seve', 'even', 'venb', 'enbe', 'nbet', 'bett', 'ette', 'tter', 'tert', 'erth', 'rtha', 'that', 'hati', 'atib', 'tibi', 'ibis', 'bisp', 'ispa', 'spai', 'pain', 'aint', 'intX', 'ntX(', 'tX(n', 'X(no', '(noo', 'noof', 'ooff', 'offe', 'ffen', 'fens', 'ense', 'nse)', 'se)i', 'e)ia', ')iam', 'iame', 'amex', 'mext', 'extr', 'xtre', 'trem', 'reme', 'emel', 'mely', 'elys', 'lysu', 'ysur', 'surp', 'urpr', 'rpri', 'pris', 'rise', 'ised', 'sedb', 'edby', 'dbym', 'bymy', 'ymyi', 'myim', 'yimp', 'impr', 'mpro', 'prov', 'rove', 'ovem', 'veme', 'emen', 'ment', 'enti', 'ntin', 'tina', 'inar', 'nart', 'art.']","This app is incredibly amazing, best app ever!!!, honestly i thought this wouldnt work like the other apps ive downloaded so far. I was wrong apparently. Ive been using it for some time now and im satisfied with the art that i do. I have improved during the time ive been using this app.5 star rating because why not?, it is one of the best art tools ive used.in my opinion this is even better that ibispaint X (no offense) i am extremely surprised by my improvement in art. :)",ROOT-VBN-nsubj-PRP-aux-VBP-prep-IN-advcl-VBZ-ROOT-NNP-ROOT-NN-punct--LRB--det-DT-punct--RRB--ROOT-VBP-nsubj-PRP-acomp-JJ-punct-.,ROOT-S-NP-VP-.-NNS,"PRP-VBP-VBN-IN-DT-NN-PRP-VBP-VBN-VBG-DT-JJ-NN-NN-IN-WRB-RB-.-,-PRP-VBZ-CD-IN-DT-JJS-NN-NNS-PRP-VBP-JJ-PRP$-NN-DT-VBZ-RB-RBR-IN-NN-NNP-(-DT-NN-)-NN-VBP-RB-VBN-IN-PRP$-NN-IN-NN-.",,,,gp:AOqpTOHrPt0IAOiZTxrHzqVtEBYq6_e5rA20gXUzX0loyIqDwH0kEmPXdQ7M8oLuiw9Gg7CQsLACC7zVnJCUBQ,improved,5.0,"[('I', 'PRP'), ('have', 'VBP'), ('improved', 'VBN'), ('during', 'IN'), ('the', 'DT'), ('time', 'NN'), ('I', 'PRP'), ('have', 'VBP'), ('been', 'VBN'), ('using', 'VBG'), ('this', 'DT'), ('app.5', 'JJ'), ('star', 'NN'), ('rating', 'NN'), ('because', 'IN'), ('why', 'WRB'), ('not', 'RB'), ('?', '.'), (',', ','), ('it', 'PRP'), ('is', 'VBZ'), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('best', 'JJS'), ('art', 'NN'), ('tools', 'NNS'), ('I', 'PRP'), ('have', 'VBP'), ('used.in', 'JJ'), ('my', 'PRP$'), ('opinion', 'NN'), ('this', 'DT'), ('is', 'VBZ'), ('even', 'RB'), ('better', 'RBR'), ('that', 'IN'), ('ibispaint', 'NN'), ('X', 'NNP'), ('(', '('), ('no', 'DT'), ('offense', 'NN'), (')', ')'), ('i', 'NN'), ('am', 'VBP'), ('extremely', 'RB'), ('surprised', 'VBN'), ('by', 'IN'), ('my', 'PRP$'), ('improvement', 'NN'), ('in', 'IN'), ('art', 'NN'), ('.', '.')]",4.0,Bread Is Yum
88,,: ),2019-10-12 06:12:26,[':)'],"This app is incredibly amazing, best app ever!!!, honestly i thought this wouldnt work like the other apps ive downloaded so far. I was wrong apparently. Ive been using it for some time now and im satisfied with the art that i do. I have improved during the time ive been using this app.5 star rating because why not?, it is one of the best art tools ive used.in my opinion this is even better that ibispaint X (no offense) i am extremely surprised by my improvement in art. :)",ROOT-:-punct--RRB-,ROOT-FRAG-NP-NP-:-NP,:-),,,,gp:AOqpTOHrPt0IAOiZTxrHzqVtEBYq6_e5rA20gXUzX0loyIqDwH0kEmPXdQ7M8oLuiw9Gg7CQsLACC7zVnJCUBQ,:,5.0,"[(':', ':'), (')', ')')]",4.0,Bread Is Yum
89,,"This app is very fantastic app for drawing and background change is very good and fun , I enjoy the app",2020-04-18 10:59:54,"['Th', 'hi', 'is', 'sa', 'ap', 'pp', 'pi', 'is', 'sv', 've', 'er', 'ry', 'yf', 'fa', 'an', 'nt', 'ta', 'as', 'st', 'ti', 'ic', 'ca', 'ap', 'pp', 'pf', 'fo', 'or', 'rd', 'dr', 'ra', 'aw', 'wi', 'in', 'ng', 'ga', 'an', 'nd', 'db', 'ba', 'ac', 'ck', 'kg', 'gr', 'ro', 'ou', 'un', 'nd', 'dc', 'ch', 'ha', 'an', 'ng', 'ge', 'ei', 'is', 'sv', 've', 'er', 'ry', 'yg', 'go', 'oo', 'od', 'da', 'an', 'nd', 'df', 'fu', 'un', 'n,', ',I', 'Ie', 'en', 'nj', 'jo', 'oy', 'yt', 'th', 'he', 'ea', 'ap', 'pp', 'Thi', 'his', 'isa', 'sap', 'app', 'ppi', 'pis', 'isv', 'sve', 'ver', 'ery', 'ryf', 'yfa', 'fan', 'ant', 'nta', 'tas', 'ast', 'sti', 'tic', 'ica', 'cap', 'app', 'ppf', 'pfo', 'for', 'ord', 'rdr', 'dra', 'raw', 'awi', 'win', 'ing', 'nga', 'gan', 'and', 'ndb', 'dba', 'bac', 'ack', 'ckg', 'kgr', 'gro', 'rou', 'oun', 'und', 'ndc', 'dch', 'cha', 'han', 'ang', 'nge', 'gei', 'eis', 'isv', 'sve', 'ver', 'ery', 'ryg', 'ygo', 'goo', 'ood', 'oda', 'dan', 'and', 'ndf', 'dfu', 'fun', 'un,', 'n,I', ',Ie', 'Ien', 'enj', 'njo', 'joy', 'oyt', 'yth', 'the', 'hea', 'eap', 'app', 'This', 'hisa', 'isap', 'sapp', 'appi', 'ppis', 'pisv', 'isve', 'sver', 'very', 'eryf', 'ryfa', 'yfan', 'fant', 'anta', 'ntas', 'tast', 'asti', 'stic', 'tica', 'icap', 'capp', 'appf', 'ppfo', 'pfor', 'ford', 'ordr', 'rdra', 'draw', 'rawi', 'awin', 'wing', 'inga', 'ngan', 'gand', 'andb', 'ndba', 'dbac', 'back', 'ackg', 'ckgr', 'kgro', 'grou', 'roun', 'ound', 'undc', 'ndch', 'dcha', 'chan', 'hang', 'ange', 'ngei', 'geis', 'eisv', 'isve', 'sver', 'very', 'eryg', 'rygo', 'ygoo', 'good', 'ooda', 'odan', 'dand', 'andf', 'ndfu', 'dfun', 'fun,', 'un,I', 'n,Ie', ',Ien', 'Ienj', 'enjo', 'njoy', 'joyt', 'oyth', 'ythe', 'thea', 'heap', 'eapp']","This app is very fantastic app for drawing and background change is very good and fun ,I enjoy the app","ROOT-VBP-ccomp-VBZ-punct-,-nsubj-PRP-dobj-NN",ROOT-S-PRN-NP-VP-S,"DT-NN-VBZ-RB-JJ-NN-IN-VBG-CC-NN-NN-VBZ-RB-JJ-CC-NN-,-PRP-VBP-DT-NN",,,2.4.1,gp:AOqpTOHyZWcknuEwqbSTgDUwx50RTEGqqbmR--6x5ReR5jiP0mWPlfCw0j2UWD-sDqF78pQppYb2lQrv70CR1Q,enjoy,5.0,"[('This', 'DT'), ('app', 'NN'), ('is', 'VBZ'), ('very', 'RB'), ('fantastic', 'JJ'), ('app', 'NN'), ('for', 'IN'), ('drawing', 'VBG'), ('and', 'CC'), ('background', 'NN'), ('change', 'NN'), ('is', 'VBZ'), ('very', 'RB'), ('good', 'JJ'), ('and', 'CC'), ('fun', 'NN'), (',', ','), ('I', 'PRP'), ('enjoy', 'VBP'), ('the', 'DT'), ('app', 'NN')]",2.0,Preetha Venkatesh
90,,Best free image program in the world .,2019-10-29 20:51:33,"['Be', 'es', 'st', 'tf', 'fr', 're', 'ee', 'ei', 'im', 'ma', 'ag', 'ge', 'ep', 'pr', 'ro', 'og', 'gr', 'ra', 'am', 'mi', 'in', 'nt', 'th', 'he', 'ew', 'wo', 'or', 'rl', 'ld', 'd.', 'Bes', 'est', 'stf', 'tfr', 'fre', 'ree', 'eei', 'eim', 'ima', 'mag', 'age', 'gep', 'epr', 'pro', 'rog', 'ogr', 'gra', 'ram', 'ami', 'min', 'int', 'nth', 'the', 'hew', 'ewo', 'wor', 'orl', 'rld', 'ld.', 'Best', 'estf', 'stfr', 'tfre', 'free', 'reei', 'eeim', 'eima', 'imag', 'mage', 'agep', 'gepr', 'epro', 'prog', 'rogr', 'ogra', 'gram', 'rami', 'amin', 'mint', 'inth', 'nthe', 'thew', 'hewo', 'ewor', 'worl', 'orld', 'rld.']","Best free image program in the world. Only issue is very few fonts and available font sizes can't be set at less than 20px, requiring manual resize of selection. This makes it difficult to be accurate gauging smaller sizes. Would love Lucida Handwriting to be installed.",ROOT-NN-compound-NN-prep-IN-punct-.,ROOT-S-NP-VP-.-NN,NNP-JJ-NN-NN-IN-DT-NN-.,,,2.4.1,gp:AOqpTOFrIqCFWDGwBysKZ1T6vEeEYYu0H_cCvS06ScA-hktDd087SbPb_7hNejQRCMI72w8UW7aB9RJSx0mE_Q,program,5.0,"[('Best', 'NNP'), ('free', 'JJ'), ('image', 'NN'), ('program', 'NN'), ('in', 'IN'), ('the', 'DT'), ('world', 'NN'), ('.', '.')]",5.0,Simon Jepps
91,,"Only issue is very few fonts and available font sizes ca n't be set at less than 20px , requiring manual resize of selection .",2019-10-29 20:51:33,"['On', 'nl', 'ly', 'yi', 'is', 'ss', 'su', 'ue', 'ei', 'is', 'sv', 've', 'er', 'ry', 'yf', 'fe', 'ew', 'wf', 'fo', 'on', 'nt', 'ts', 'sa', 'an', 'nd', 'da', 'av', 'va', 'ai', 'il', 'la', 'ab', 'bl', 'le', 'ef', 'fo', 'on', 'nt', 'ts', 'si', 'iz', 'ze', 'es', 'sc', 'ca', 'an', ""n'"", ""'t"", 'tb', 'be', 'es', 'se', 'et', 'ta', 'at', 'tl', 'le', 'es', 'ss', 'st', 'th', 'ha', 'an', 'n2', '20', '0p', 'px', 'x,', ',r', 're', 'eq', 'qu', 'ui', 'ir', 'ri', 'in', 'ng', 'gm', 'ma', 'an', 'nu', 'ua', 'al', 'lr', 're', 'es', 'si', 'iz', 'ze', 'eo', 'of', 'fs', 'se', 'el', 'le', 'ec', 'ct', 'ti', 'io', 'on', 'n.', 'Onl', 'nly', 'lyi', 'yis', 'iss', 'ssu', 'sue', 'uei', 'eis', 'isv', 'sve', 'ver', 'ery', 'ryf', 'yfe', 'few', 'ewf', 'wfo', 'fon', 'ont', 'nts', 'tsa', 'san', 'and', 'nda', 'dav', 'ava', 'vai', 'ail', 'ila', 'lab', 'abl', 'ble', 'lef', 'efo', 'fon', 'ont', 'nts', 'tsi', 'siz', 'ize', 'zes', 'esc', 'sca', 'can', ""an'"", ""n't"", ""'tb"", 'tbe', 'bes', 'ese', 'set', 'eta', 'tat', 'atl', 'tle', 'les', 'ess', 'sst', 'sth', 'tha', 'han', 'an2', 'n20', '20p', '0px', 'px,', 'x,r', ',re', 'req', 'equ', 'qui', 'uir', 'iri', 'rin', 'ing', 'ngm', 'gma', 'man', 'anu', 'nua', 'ual', 'alr', 'lre', 'res', 'esi', 'siz', 'ize', 'zeo', 'eof', 'ofs', 'fse', 'sel', 'ele', 'lec', 'ect', 'cti', 'tio', 'ion', 'on.', 'Only', 'nlyi', 'lyis', 'yiss', 'issu', 'ssue', 'suei', 'ueis', 'eisv', 'isve', 'sver', 'very', 'eryf', 'ryfe', 'yfew', 'fewf', 'ewfo', 'wfon', 'font', 'onts', 'ntsa', 'tsan', 'sand', 'anda', 'ndav', 'dava', 'avai', 'vail', 'aila', 'ilab', 'labl', 'able', 'blef', 'lefo', 'efon', 'font', 'onts', 'ntsi', 'tsiz', 'size', 'izes', 'zesc', 'esca', 'scan', ""can'"", ""an't"", ""n'tb"", ""'tbe"", 'tbes', 'bese', 'eset', 'seta', 'etat', 'tatl', 'atle', 'tles', 'less', 'esst', 'ssth', 'stha', 'than', 'han2', 'an20', 'n20p', '20px', '0px,', 'px,r', 'x,re', ',req', 'requ', 'equi', 'quir', 'uiri', 'irin', 'ring', 'ingm', 'ngma', 'gman', 'manu', 'anua', 'nual', 'ualr', 'alre', 'lres', 'resi', 'esiz', 'size', 'izeo', 'zeof', 'eofs', 'ofse', 'fsel', 'sele', 'elec', 'lect', 'ecti', 'ctio', 'tion', 'ion.']","Best free image program in the world. Only issue is very few fonts and available font sizes can't be set at less than 20px, requiring manual resize of selection. This makes it difficult to be accurate gauging smaller sizes. Would love Lucida Handwriting to be installed.",ROOT-VBZ-nsubj-NN-attr-NNS-conj-VBN,ROOT-S-PRN-NP-ADVP-NP,"RB-NN-VBZ-RB-JJ-NNS-CC-JJ-NN-NNS-MD-RB-VB-VBN-IN-JJR-IN-CD-,-VBG-JJ-NN-IN-NN-.",,,2.4.1,gp:AOqpTOFrIqCFWDGwBysKZ1T6vEeEYYu0H_cCvS06ScA-hktDd087SbPb_7hNejQRCMI72w8UW7aB9RJSx0mE_Q,is,5.0,"[('Only', 'RB'), ('issue', 'NN'), ('is', 'VBZ'), ('very', 'RB'), ('few', 'JJ'), ('fonts', 'NNS'), ('and', 'CC'), ('available', 'JJ'), ('font', 'NN'), ('sizes', 'NNS'), ('ca', 'MD'), (""n't"", 'RB'), ('be', 'VB'), ('set', 'VBN'), ('at', 'IN'), ('less', 'JJR'), ('than', 'IN'), ('20px', 'CD'), (',', ','), ('requiring', 'VBG'), ('manual', 'JJ'), ('resize', 'NN'), ('of', 'IN'), ('selection', 'NN'), ('.', '.')]",5.0,Simon Jepps
92,,This makes it difficult to be accurate gauging smaller sizes .,2019-10-29 20:51:33,"['Th', 'hi', 'is', 'sm', 'ma', 'ak', 'ke', 'es', 'si', 'it', 'td', 'di', 'if', 'ff', 'fi', 'ic', 'cu', 'ul', 'lt', 'tt', 'to', 'ob', 'be', 'ea', 'ac', 'cc', 'cu', 'ur', 'ra', 'at', 'te', 'eg', 'ga', 'au', 'ug', 'gi', 'in', 'ng', 'gs', 'sm', 'ma', 'al', 'll', 'le', 'er', 'rs', 'si', 'iz', 'ze', 'es', 's.', 'Thi', 'his', 'ism', 'sma', 'mak', 'ake', 'kes', 'esi', 'sit', 'itd', 'tdi', 'dif', 'iff', 'ffi', 'fic', 'icu', 'cul', 'ult', 'ltt', 'tto', 'tob', 'obe', 'bea', 'eac', 'acc', 'ccu', 'cur', 'ura', 'rat', 'ate', 'teg', 'ega', 'gau', 'aug', 'ugi', 'gin', 'ing', 'ngs', 'gsm', 'sma', 'mal', 'all', 'lle', 'ler', 'ers', 'rsi', 'siz', 'ize', 'zes', 'es.', 'This', 'hism', 'isma', 'smak', 'make', 'akes', 'kesi', 'esit', 'sitd', 'itdi', 'tdif', 'diff', 'iffi', 'ffic', 'ficu', 'icul', 'cult', 'ultt', 'ltto', 'ttob', 'tobe', 'obea', 'beac', 'eacc', 'accu', 'ccur', 'cura', 'urat', 'rate', 'ateg', 'tega', 'egau', 'gaug', 'augi', 'ugin', 'ging', 'ings', 'ngsm', 'gsma', 'smal', 'mall', 'alle', 'ller', 'lers', 'ersi', 'rsiz', 'size', 'izes', 'zes.']","Best free image program in the world. Only issue is very few fonts and available font sizes can't be set at less than 20px, requiring manual resize of selection. This makes it difficult to be accurate gauging smaller sizes. Would love Lucida Handwriting to be installed.",ROOT-VBZ-nsubj-DT-ccomp-JJ-punct-.,ROOT-FRAG-S-FRAG-.-NP,DT-VBZ-PRP-JJ-TO-VB-JJ-VBG-JJR-NNS-.,,,2.4.1,gp:AOqpTOFrIqCFWDGwBysKZ1T6vEeEYYu0H_cCvS06ScA-hktDd087SbPb_7hNejQRCMI72w8UW7aB9RJSx0mE_Q,makes,5.0,"[('This', 'DT'), ('makes', 'VBZ'), ('it', 'PRP'), ('difficult', 'JJ'), ('to', 'TO'), ('be', 'VB'), ('accurate', 'JJ'), ('gauging', 'VBG'), ('smaller', 'JJR'), ('sizes', 'NNS'), ('.', '.')]",5.0,Simon Jepps
93,,Would love Lucida Handwriting to be installed .,2019-10-29 20:51:33,"['Wo', 'ou', 'ul', 'ld', 'dl', 'lo', 'ov', 've', 'eL', 'Lu', 'uc', 'ci', 'id', 'da', 'aH', 'Ha', 'an', 'nd', 'dw', 'wr', 'ri', 'it', 'ti', 'in', 'ng', 'gt', 'to', 'ob', 'be', 'ei', 'in', 'ns', 'st', 'ta', 'al', 'll', 'le', 'ed', 'd.', 'Wou', 'oul', 'uld', 'ldl', 'dlo', 'lov', 'ove', 'veL', 'eLu', 'Luc', 'uci', 'cid', 'ida', 'daH', 'aHa', 'Han', 'and', 'ndw', 'dwr', 'wri', 'rit', 'iti', 'tin', 'ing', 'ngt', 'gto', 'tob', 'obe', 'bei', 'ein', 'ins', 'nst', 'sta', 'tal', 'all', 'lle', 'led', 'ed.', 'Woul', 'ould', 'uldl', 'ldlo', 'dlov', 'love', 'oveL', 'veLu', 'eLuc', 'Luci', 'ucid', 'cida', 'idaH', 'daHa', 'aHan', 'Hand', 'andw', 'ndwr', 'dwri', 'writ', 'riti', 'itin', 'ting', 'ingt', 'ngto', 'gtob', 'tobe', 'obei', 'bein', 'eins', 'inst', 'nsta', 'stal', 'tall', 'alle', 'lled', 'led.']","Best free image program in the world. Only issue is very few fonts and available font sizes can't be set at less than 20px, requiring manual resize of selection. This makes it difficult to be accurate gauging smaller sizes. Would love Lucida Handwriting to be installed.",ROOT-VB-aux-MD-dobj-NNP-xcomp-VBN-punct-.,ROOT-FRAG-FRAG-SQ-.-NP,MD-VB-NNP-NNP-TO-VB-VBN-.,,,2.4.1,gp:AOqpTOFrIqCFWDGwBysKZ1T6vEeEYYu0H_cCvS06ScA-hktDd087SbPb_7hNejQRCMI72w8UW7aB9RJSx0mE_Q,love,5.0,"[('Would', 'MD'), ('love', 'VB'), ('Lucida', 'NNP'), ('Handwriting', 'NNP'), ('to', 'TO'), ('be', 'VB'), ('installed', 'VBN'), ('.', '.')]",5.0,Simon Jepps
94,,Just what I 'm looking for .,2019-12-26 00:42:59,"['Ju', 'us', 'st', 'tw', 'wh', 'ha', 'at', 'tI', ""I'"", ""'m"", 'ml', 'lo', 'oo', 'ok', 'ki', 'in', 'ng', 'gf', 'fo', 'or', 'r.', 'Jus', 'ust', 'stw', 'twh', 'wha', 'hat', 'atI', ""tI'"", ""I'm"", ""'ml"", 'mlo', 'loo', 'ook', 'oki', 'kin', 'ing', 'ngf', 'gfo', 'for', 'or.', 'Just', 'ustw', 'stwh', 'twha', 'what', 'hatI', ""atI'"", ""tI'm"", ""I'ml"", ""'mlo"", 'mloo', 'look', 'ooki', 'okin', 'king', 'ingf', 'ngfo', 'gfor', 'for.']",Just what I'm looking for. MS Paint-like app. It also has no ads.,ROOT-VBG-nsubj-PRP-npadvmod-NN-prep-IN-punct-.,"ROOT-FRAG-NP-,-ADVP-NP",RB-WP-PRP-VBP-VBG-IN-.,,,2.4.1,gp:AOqpTOFIKfNp95IBhiWyM9jmQHENUowes20wSHZAaQBl_iw45JtS8CCcw6Mjm2lctjU6nWJWvHYncxhCCXuA8w,looking,5.0,"[('Just', 'RB'), ('what', 'WP'), ('I', 'PRP'), (""'m"", 'VBP'), ('looking', 'VBG'), ('for', 'IN'), ('.', '.')]",2.0,アルカヨスノエル
95,,MS Paint-like app .,2019-12-26 00:42:59,"['MS', 'SP', 'Pa', 'ai', 'in', 'nt', 't-', '-l', 'li', 'ik', 'ke', 'ea', 'ap', 'pp', 'p.', 'MSP', 'SPa', 'Pai', 'ain', 'int', 'nt-', 't-l', '-li', 'lik', 'ike', 'kea', 'eap', 'app', 'pp.', 'MSPa', 'SPai', 'Pain', 'aint', 'int-', 'nt-l', 't-li', '-lik', 'like', 'ikea', 'keap', 'eapp', 'app.']",Just what I'm looking for. MS Paint-like app. It also has no ads.,ROOT-NN-amod-JJ-punct-.,ROOT-S-NP-VP-.-NNS,NNP-NNP-NN-.,,,2.4.1,gp:AOqpTOFIKfNp95IBhiWyM9jmQHENUowes20wSHZAaQBl_iw45JtS8CCcw6Mjm2lctjU6nWJWvHYncxhCCXuA8w,app,5.0,"[('MS', 'NNP'), ('Paint-like', 'NNP'), ('app', 'NN'), ('.', '.')]",2.0,アルカヨスノエル
96,,It also has no ads .,2019-12-26 00:42:59,"['It', 'ta', 'al', 'ls', 'so', 'oh', 'ha', 'as', 'sn', 'no', 'oa', 'ad', 'ds', 's.', 'Ita', 'tal', 'als', 'lso', 'soh', 'oha', 'has', 'asn', 'sno', 'noa', 'oad', 'ads', 'ds.', 'Ital', 'tals', 'also', 'lsoh', 'soha', 'ohas', 'hasn', 'asno', 'snoa', 'noad', 'oads', 'ads.']",Just what I'm looking for. MS Paint-like app. It also has no ads.,ROOT-VBZ-nsubj-PRP-advmod-RB-dobj-NNS-punct-.,ROOT-FRAG-S-FRAG-.-NP,PRP-RB-VBZ-DT-NNS-.,,,2.4.1,gp:AOqpTOFIKfNp95IBhiWyM9jmQHENUowes20wSHZAaQBl_iw45JtS8CCcw6Mjm2lctjU6nWJWvHYncxhCCXuA8w,has,5.0,"[('It', 'PRP'), ('also', 'RB'), ('has', 'VBZ'), ('no', 'DT'), ('ads', 'NNS'), ('.', '.')]",2.0,アルカヨスノエル
