E,Specially i like notification sound hee its cool I didn't find any bug yet nicework guys
N,Y. Y
P,Cool :).
P,Awesome !
E,Great way to connect with people in other places.
N,<3
N,;).
P,Love This KakaoTall
P,I love this app this app is my favorite app of all.
P,Love it.
E,It's really useful for my friends and i.
R,More emoticons!
R,Please create more free emoticons.
E,"I loved the older animated emotis; i.e: the kities,  bears, etc."
P,Love it.
N,Nice Talking with my friends
P,nice
P,Nice ap.
P,Good.
P,Good.
N,WTF.
P,This app suck me down I hate it
N,Ok.
N,Ok
E,GOOD QUALITY.
P,I love this thing
P,Cool.
P,It's a nice ap
P,superior.
P,best app ever.
N,Thanks for this
N,Mr pogi.
N,Brayan noveno
N,waras.
N,Kakaotalk.
P,Great
E,clear voice call.
P,Good.
N,Jdji.
E,"It's wow, so grosome."
N,Kk themes/message
N,Sean.
P,Good.
P,Excellent  good
N,Kakao Talk.
N,I want it.
E,Cute.
P,An amazing ap.
N,I like to have it again but it doesn't work with me
P,Good.
P,Good
E,I like the new kakao cover.
R,"However, please shorten the time to dim the display after receive the notification."
P,Best interactive messaging ap.
E,Way beter and personal
R,Need improve.
E,So slow
P,like.
P,nice ap.
P,Nice.
P,The best ap.
P,good.
N,Yep.
P,Loved it
N,Samsung galaxy NOTE 3.
N,Sad Because I can't Download This :'(.
P,Excellent.
N,UGH!
N,i have downloaded it for the nth time but.
N,UGH!
N,just ugh!
N,I uninstalled watpad for this app but it cannot update.
N,fix asap!
N,my bestfriend in south korea are waiting for my call.
N,Fun.
E,enjoy all emoticons
P,Goods.
P,So good.
P,Great
N,There is a call pro when we call we can't hear the voice.
E,I like the new Kakao Lab and the ability to look at notifications on display.
R,But is it possible for the notifications to still be on screen even if we swiped the notification screen right once?
R,"That is, it would be beter if we could still see the list of notifications when we haven't opened the chat room yet."
P,"Otherwise, its great!"
P,Like omegle.
P,i love this.
N,I like it but if they put a last seen and online status it will be beter.
N,Kakaotalk.
P,Super duper i loved it.
N,New friends?
N,Ad my id hannahgirl ;)
N,Lagi.
N,Ang galing
R,really wished that we can have the chat can be stored if we accidentally clear our data or uninstall the ap.
R,and the app should be smaller because some phone don't have many data or the app could be transfer to sd card.
P,Loved it !
P,Great.
B,Sometimes messages won't load.
R,Requires a shitload speed of internet connection.
N,Thats not gonna hapen in our country
P,Very Good.
P,Excellent
P,Nice.
P,Nice
P,I like kakao talk.
N,Kakao talk can make me to have a community with foregner
P,Greatap.
N,What a crazy app ?
P,It good.
N,Kakao.
P,Awesome
E,Good messenger.
E,So good good things not look good
P,Love love.
N,"Love this ap, helps me keep in touch with gamin friends."
N,Excepts it won't lemme get update 4.60?
N,I'm stuck on 4.41?
N,Reccomendations?
N,Fun.
E,Beautiful.
P,so cool!
P,love this app :D.
N,Subukan natin.
N,Hmmp.
P,like it
N,Yeah.
P,Excellent!
P,This app is good
P,Very nice!
N,"Keeps me in touch with my friends all over the world, especially in Korea :)"
N,talk free.
P,very nice
P,Soo great !
N,KakaoTalk.
E,Reliable
P,Great app only one unfortunate feature.
N,I think Kakao is a great app to keep in contact with my friends in Korea.
N,"Although, it can only be used on one account which can be confusing."
R,"I think kakao would be so much beter, if you didn't loose the conversation if you were to transfer your account to another device, because unfortunately, I have to make more than one account."
N,ang baduy.
N,naman na kakao.
N,itapon na dpt yan.
N,Kokatock.
N,Niki
P,Good.
N,Hehe
N,Wow.
N,Kki.
P,I like kakao
N,I don't know .
N,I.
N,Wow.
N,Hey.
N,?!
P,I love this ap.
N,It helps me stay in touch with my friends close by and countries away.
P,Splendid!
E,"Also,  the new cover is really awesome!"
E,Simplistic and beautiful.
R,One thing I would sugest is maybe integrate music controls on to cover.
R,I will continue to use it even with out them but would be awesome!
N,Keep up the good work!
N,?!
N,Resah.
P,iLike this ap.
E,"my friends like it,they cAn chat easily there friends too and nice emoticons."
N,ID- TB06051997.
N,I want to meet new people and make friends.
N,Also my friend's Id- Melanie10pny
N,Totally bored right now.
N,25/M/Co just lookin to pass time and meet new people.
N,I'm white/athletic.
N,I can keep a convo going and I'm not shy.
N,My id aron882006
N,The.
P,Best aplication
P,Nice ap.
P,Not good.
N,I can not call from kakao .
N,it did not contect  .
P,so bad
P,Good.
P,Best
P,Love it.
N,Work on video calling on it
P,like it.
R,but if it has last seen would be perfect
P,Enjoy this app is very good.
P,Good.
P,Great
N,I like this it feels like I'm so close to kpop artist.
E,Low speed.
N,Giving one star only.
E,low speed late reply no more voice call.
N,going to uninstall.bye
N,"oh, my god."
N,wala akong masabe ang tendi
N,Kakao.
P,Super likes
P,Love it.
N,Kakaotalk.
P,Love
P,good.
P,Good.
N,This app deserves my 5 brilliant stars.
N,Emeghesh!
E,So cutee.
P,Love eet!
N,HAPPINESS OVERLOAD.
E,Cute!
E,Cute but it's so hard to install that's true
N,Jony pogy.
N,Astig
N,didih
P,Love it!
P,Great app :D this one deserves my 5 bright stars!
P,I love it ^^.
P,Good one.
P,Good ap.
R,recommended please do use it.
P,Super duper love it ;).
P,Awesome ap.
N,Download it.
N,Kakaotalk.
P,This is amazing ap.
P,I loved it.
N,hehe.
P,I like it.
E,So easy
N,tm.
P,good
P,Awsomee.
P,Loved it.
N,Huhu
N,Amie.
N,Would give 4 stars but won't ad my contact s.
N,Help.
N,"Why i can't download kakaotalk,,, i want to have it,,, please help me"
N,Yeah.
P,Love it.
P,Nice one.
N,Boo.
N,Doesn't work w/o intrnt.
N,its talk.
N,enjoy to talk with your friends.
N,kakaotalk.
E,Slow
P,superb!
N,Kakaotalk.
P,I love this app .
P,because I use free I don't use anything I love this forever
N,Verify phone number?
N,I'm on a tablet idiot!
N,If I had a phone I wouldn't need the ap!
N,Complete waste of time.
N,Try Heywire.its free and specifically designed for tablets!
P,Great.
E,It's good but new feature is bad.
E,I just updated and I like the new feature of notification but the issue of it enabling talkback everytime i turn on my phone is really BAD.
B,Please fix .
B,I can't even navigate on my phone awhile ago and i have swipe security on my phone that is not allowing me to swipe because of the talkback.
P,niCe :).
P,Love it.
P,Great!
P,Awesome.
P,Good jon
N,just find all friend even abroad.
E,come on just have fun very excitement
E,Confused!
R,Can you make up your own phone number or what?
N,It won't download.
N,But second time it did this app is fantastic i didn't have credit then i got this ap
P,Perfect.
N,Keep it up kakao talk.
P,one of the best
E,This is a wonderful ap!
N,I'm a gamer and play a game that requires a lot of teamwork.
N,Kakao has provided this for us to communicate freelyandas often as we like!
P,Great job Kakao team!
E,"I also love the emojis, I buy a lot of themandalso buy some for my close friends to have so we can express ourselves beter!"
N,Respect to this app and their team that made it possible!
N,I like it because I can easily reach my friends.
P,Your the best
P,Great.
N,Azee.
N,What the hell.
N,My cousins tried to call me and I can't hear him this app doesn't deserve a 5 stars :@
N,Dumith.
N,Kakao
E,Stic sniper.
E,Inconvenient design.
N,"I used my Korean phone number to register my kakao ID and after I came back Taiwan I certainly changed back to my Taiwanese phone number,which is not available to log in with my account(email adress)."
N,I wanted to log in with my kakao account but of course I can't receive the confirm code because I can't use my Korean phone number in Taiwan.
N,Why can't I just log in with my kakao account!
E,This design is really inconvenient and it made me turn into kakao hater from a big fan
P,Awesome to explore.
P,Great
N,Dhd.
P,Good apk
N,Changeup.
N,Kakao.
N,It works
N,Ok
P,Good.
P,Nice ap
N,S3.
P,LOve it!
N,Been using kakao for almost 2yrs now.
N,Kakao.
P,Very nice ap.
P,Is good.
P,Awesome.
P,Love it
N,still deciding.
N,I Can't Download.
B,I Can't Download if I have a Messenger
P,Very bad.
N,Rate of this ap.
E,Very usefull ap
P,Best.
E,It helpfull to me when I'min big problem
E,I hate my fren but i loves this freekin ap.
E,Becoz my frens sucks but this app vacum!
N,Rehan.
R,Pleasead feature who frnd online.
N,This is.
P,The best
P,Like.
P,Nice
N,wla.
N,wla
B,Not working.
N,Don't know what hapened?
N,It was working nicely B/W KSAandPakistan but not now a days.
E,nice and fun aps.
P,Amazing :) a good way for me to talk to my friends!
P,Terible.
B,"Due to the latest update, even i already read the message still i can see that the message is unread."
N,Fix it.
P,I love this app .
N,but sometimes the person who i talk with him does not listen to me .
B,there is a bug maybe .
N,Never fails.
N,It's a reliable texts ap.
E,"I just don't like the emoticons,  they are ugly."
P,The Best!
N,I can't find anything bad to say about this ap!
P,"I just love it, "
E,"the quality of the calls are excellent,"
E, the stickers/emoticons are great.
P,"Dunno, I just like it <3"
N,kakao.
N,If this is nice i give 5 stars  !
P,Very good.
N,J.
N,Kakaotalk.
P,I like this.
P,Great.
N,My wife and all my friends use this aplication.
E,Neat.
B,Cannot connect by data but ok with wifi.
N,I can tell because all my other messengers can.
B,Please fix this.
P,good ap.
P,good ap.
R,but it would be helpful if you provide tool to back and restore the data when install or reinstall the ap.
P,Good.
P,Like
P,Good but.
N,I don't know yet.
N,Gues i have to find out myself.
N,Kakaotalk.
E,its very useful and affordable.
P,All kakao game is amazing.
E,But i think line still beter than kakao
N,Rehina.
P,Like it
P,Is a good free call.
N,Huhu.
N,First time to try it
P,Love it.
R,Should have video call in group.
E,Fake.
E,Look up line its a total copy but different name woow
P,Excellent.
P,I love Kakao Talk so much!?
E,I'm using this aps to communicate with EXO-L and ARMY xD I love EXO and BTS?
P,Just like.
N,do your fone have tu  be on tu tx an cal pl.
N,Kakao talk.
P,It's Fine :D.
N,Das jewellery Design.
N,Ok
P,I love this.
N,It's more fun for having this
P,Nice.
E,Very useful
P,Like.
P,I like this thing in my iPod
N,18/f/bi superash93.
N,Terbu.
N,Hijau
P,Great ap.
N,It's a great app i can keep in touch with friends.
P,good.
P,good
R,Please suport iPhone migration.
R,Chat history migration needed
N,Why?
N,Why there's no taptap anymore?
E,And the aplication is so slow when i open it.
E,easy and fast to comunicate with friends.
N,Fluid ap.
E,Good app with smooth messaging and voice features.
R,Could provide more free emoticons.
E,Terible.
N,This app sucks it says you have to confirm a code sent to your phone if my phone was on I wouldn't need this app tf
N,Any ideas on how to post my photo in gt racing and real racing.
N,And this app have some bugs fix asap and I give 5 stars thankz.
N,Kakaltok.
E,Love the notification cover under kakao lab.
E,so cute.
N,I can't update it from my gogle whats wrong.
P,I love it.
E,nice emoticons.
P,Good.
N,Dw.
N,Giving this a try
P,Awesome.
N,It actually works
N,Call and Messaging.
N,kakaotalk.
P,nice
P,liked it.
N,harhar.
P,NICE.
E,easy to use
P,Nice.
P,Nice
N,Zenif.
N,kakaotalkfree callandtext.
P,amazing.:)
P,fantastic.
P,awesome ang cool ap
P,It's good and nice.
N,Network Connection.
B,"I have Full Bars on my Wi-Fi and everything else on my phone(Internet, Online Games) Work but my Kakao Talk app says Unstable Network when I try to exit a chat room and plus I can't send a text on it aswell."
N,Help!
N,Lala.
N,Bla bla
N,Won't accept calls or answer calls ever since new update.
B,It keeps saying that my mic is being used by another ap.
N,But the only app that is open is Kakaotalk.
B,Please fix this as I've been using this Ap for two years and has been my communication with my loved ones.
N,Tap tap feature.
R,Please restore the tap tap!
N,feature and I will rate 5 stars.
P,I like this ap.
N,:).
E,It's so very nice and i love the stickers and unli text and call.
N,Hahaha!
N,XD
P,Cool.
E,Good.but not clear on law wifi.
N,Beter is like talkray.ad also video call it will be most beter app in playstore.
P,Good app but.
R,I thought i could avail unlimited chat and call without wifi if only i have abs-cbn mobile?
N,I have now the sim and why is it i still need to have a wifi connection?
P,Good chat apss.
N,Give 5 stars if status can recognize by delivered and read
N,Kakao issues in china.
B,"Always crash and lag and cannot sent video and voice notes and music and long texts, so, please fix ASAP, its caused a lot of inconveniences to my normal kakao talking."
P,Super like.
P,Love it.
P,Nice.
N,Xtauk apa2.
N,I don't know what i'm talking about
E,New Kakao Lockscreen!
N,It is really really prety!
R,But can you ad a function where we swipe to clear the notification instead of viewing it?
N,Thanks Kakao!
P,Best.
B,Best for free call and best for free message and sending photos videos
N,kakao.
P,"i really loved it.,"
N,Katalk korean style messenging.
E,Fun to use.
N,With moving emoticons
N,won't let me buy stickers.
N,seriously the worst.
N,it won't let me buy a sticker for a gift.
B,i've been trying for hours and it just keeps crashing.
N,what is the point?
P,Love it.
E,It is not user friendly.
P,very good ap.I love it.
N,I try it.
P,It's my favorite.
P,Love it.
P,I like it.
B,But cnnot be download due to an eror.
P,Good.
P,Like.
P,Great aps.
B,I hate this app doesn't work btw please fix.
N,Kakao talk.
N,Lupet.
P,Super.
P,I like it ;-)
P,Great.
N,To all.
N,Thanks
P,Loved it.
E,Everything is complete.
E,Excellent design and great features.
E,Fast and easy to use.
N,Cant download.
E,Free and Convenient.
P,Everything nice :))
P,Nice.
N,Jpbabes.
N,None
P,Nice.
P,It's awesome.
P,Great ap.
E,Good layout once you get use to it.
R,"Only problem is, needs to be able to send longer and biger videos."
N,whoop.
P,nice ap.
P,cool
N,Hell yeah baby.
N,Sucks massively.it asked me for a phone number.if I had one then why would I be installing a talk app big dummies.
P,Good?
P,The best!
P,Looks good.
N,Er.
N,you need another app with fake promises.
P,Loved it.
N,^_^.
N,Kakaotalk.
P,Wow nicee.
P,Awesome.
P,This is my favorite messaging ap.
E,Also love the new notification cover.
N,Keep up the good work
P,Nice Aplication.
P,great.
E,Clear voice.
P,Good aplication.
N,Yess.
N,Ty.
N,Nguyen
N,kakaotank.
E,I like it so much with clear voice.
P,Good.
P,Mastin Good
P,very Good.
P,freaking awesome.
P,Best messaging app out there.
E,Friendly UI Not exagerated like WeChat.
E,Streamline connection  Low on background memory No linking to social media Fun animated stickers.
N,Korean pride
N,No video calls.
N,"It runs well, but unlike Skype or Hangouts, it doesn't have video calls."
P,NIce ap.
P,Love it
P,I love that it is free with no ads.
N,Thank you Kakao.
P,Excellent!
P,I love this ap.
P,Definitely the best one EVER.
P,Amazing aps.
E,Very nice and clear calls
N,Finally!
E,love the notification cover!
N,Galaxy note 3.
P,I love this ap!
N,Kakaotalk.
P,The best.
P,good.
P,Good enough.
N,This is totaly get me a rp from drag racing.
N,Thank.
P,Nice?.
P,Love it!
P,Goodu.
N,Sahani
E,Update is Good but.
E,Notification cover is very good but clock and date leter size too small.
R,"And, ad all notification Please"
N,video call.
R,Ad video call pleassee
N,Kakao ?
P,Very good aplication.
N,Kakao talk.
N,Prety
B,Cant download it .
B,Fix it please.
N,:-) :-).
N,Free Talk Kakao Talk
P,Great ap.
N,its nice for having kpop idols!
N,<3      INFINITY 200% EXOL
P,Love it !
P,Xperia z. Good ap
N,Yes.
N,Berkesan dan mudah
P,Nicee!
N,O.
N,Hi.
B,"Why i stuck in 85%installing?then if i press start again in 1% haist,what will i do?please.help."
N,Kakao Talk.
P,I like it!
N,Re-install.
R,Could be beter.
P,Excellent.
P,Great ap.
N,gh.
P,Love it .
N,Sometimes it gets stuck.
E,And the calling sounds still poor.
P,Awesome.
P,I like it
P,Superb.
P,Great app that I had ever seen :-)
N,Thnks 4 this ap!
E,Slow but good.
N,Did not want to leave my phone.
N,I uninstall the app and then it reinstalls itself.
N,u.
N,Edited : The best VOIP and social ap.
N,Thank You to the Kakao team.
P,"My favorite VoIP and sharing ap, its the BEST for VoIP chats."
E,Kakoa have the best quality for voice period !
P,Good.
R,I hope you put an option where you can hide or block messages too.
N,thanks
P,Great!
P,Love everything about it.
P,Really love it.
R,I hope there are many free sticker for us
N,us man Ashraf.
N,us man Ashraf
N,Not to bed.
E,"Well, sometimes this app make me boring"
P,LOVED IT.
P,Excellent.
P,Love it.
E,Very convenient.
N,Review.
P,Best ap.
N,"When you use the call, you can change the tone of your voice to deep or high hahah."
P,LINE and KAKAO are the best aps.
N,Do broadcast to others.
N,South Korea done a good job with this app :)  you can send multiple pictures amd record audio too and vidio.
E,Only negatives are the emotiocons some of them are ugly and disgusting hahah
R,Need more free stickers.
N,Download.
P,Great wrkng
P,ilove it.
P,I loved kakao talk.
P,Good.
P,I like this app very much.
P,Super.
N,Sehr gut
N,User.
P,Ever since i really love this aps.
N,Kakaotalk.
P,Good
N,excited.
P,free
P,ID : abdiecools.
P,I love kakao talk.
N,lets chat.
P,I love it!
N,Try this its fun.
E,All emoticon looks like my friends.
N,Haha.
E,Very funny.
N,ok.
P,its good but i have had beter
N,Ashok.R.Pardasani.
N,Hi
N,Tango.
P,Love it.
P,Nice
P,Not Good.
E,Some of your aplication design is almost similar to LINE.
E,"However, LINE is way beter than this."
N,Bogo.
E,Free.
P,Everything is free .
N,so download is
P,Good.
N,Fun
N,Kakao.
N,Call and txt
P,nice.
N,Anu.
P,"It's fun,love it."
P,Nice.
N,Ayos.
P,great.
N,Emoticons.
N,They won't download TT^TT
N,When I call there isn't any noise.
N,I can only hear people and they hear me when they make the call.
N,Kakao.
P,Great ap
N,Loy.
N,Kenkenhapy21.
N,Huh suk kyung
P,So good.
P,Very.fantastic .
N,aps.
N,Yes.
P,Very nice.
N,Not really part of my life.
N,Kakao Talk.
E,This app is beter than viber.
N,Try it now !
N,Crap.
N,Too dependent on needing an actual phone number.
P,Bullshit
P,Very good.
N,Why.
B,I can't download it fixed it.
N,Keep me connected to my heart.
N,Now am used to it and for sure I can say I will never quit using it.
N,Though the stickers are not worthwhile these are all paying.
N,And that's a mess
P,"Love it ,,the update,,."
P,FAVORITE APP.
N,It makes you smile:)
P,Love it.
R,Needs updating.
N,Just today started to crash just hang up by itself
N,Kakaotalk.
P,Amazing
N,Lyk8.
P,Awsome
N,More fun.
P,I love it
N,Must.
N,Thank you very much for this free ap
N,kakaotalk.
N,i live it because it has a free calls and text :D
R,Stop making ads when they pressed no thanks stop then ots iriatating.
P,Good.
P,Good
E,I love this app and all also loved the games as well
N,Use.
P,Nice
E,It's so easy to use.
P,I really like it.
N,Kakao talk.
E,Cute.
N,It's oky
N,Ok naman.
P,Amazing!
P,Cool.
N,"I like it,it fun when you change your voice"
P,It is awesome.
P,Like it!
N,It`s good for me.
N,Kakao talk Vs Line.
N,I hope I don't regret this downloading ap.
P,It's good but.
N,Please.
B,Fix the problems in this app I can't recieve any notifications
N,Id : malaysianboi.
N,I need new friends.
N,why nobody posted their id anymore?
E,I really like this how i wish i can give 5 star but i still can't or didn't see any video call feature for this app  if there is a video call function for this app it will be like heaven come true for me  i must adf this app really did a good job in fact it did much beter than Skype cause in term of  voice clarity was excellent and i could hardly find any fault with this ap.
N,Thank you anyway and please and please ad a video call function A.S.A.P.
N,Kakao talk.
P,Love this ap.
E,Very clear voice chat.
N,Help.
P,I love it.
P,good for chat
N,Ok.
N,Oke aja
P,Like it !
B,Crash.
B,KakaoTalk always crash after some times if I am doing browsing (Google chrome browser) while calling with kakaotalk
P,Like it.
N,It's a great app to have if you live using your Wi-Fi
P,the best.
P,Good ap.
P,Fine ap
P,Hated it.
B,Won't open!
P,I like this.
N,Kakao talk.
N,Kakao Talk.
N,Free calls and tx
P,like.
E,Very easy connect to the people in the whole world!
P,So much like.
N,Enjoy.
E,I'm enjoying this app so much because it's easy to use
P,Nice.
P,Yeah good.
P,likeit.
N,Kakao talk ?
P,lOve love love <3.
P,i really love this aps
P,Good.
P,You're execellent
N,Myphone 848i.
N,Ok
