,Feature 1,Feature 2,Label,Jaccard Similarity,Predicted Label
772,auto crop icon,code to games,different,0,different
773,hint change default settings tools,code to games,different,0,different
774,checkmark confirm tool applications,code to games,different,0,different
775,copy paste symbols stamp tool selection application,code to games,different,0,different
776,save dialog,code to games,different,0,different
777,better compression research implementation,code to games,different,0,different
778,export,code to games,different,0,different
779,confirm tool application selecting tool,code to games,different,0,different
780,center button transform tool,code to games,different,0,different
781,fastlane support huawei store,code to games,different,0,different
782,github crowdin integration,code to games,different,0,different
783,build paintroid pull requests catroid develop jenkins,code to games,different,0,different
784,reuse drawingsurface pipette activity,code to games,different,0,different
785,image file size editing,code to games,different,0,different
786,upload mapping jenkins release builds,code to games,different,0,different
787,correct user intended position tools,code to games,different,0,different
788,dynamic color scheme,code to games,different,0,different
789,close transform tool options clicking apply,color drawings,different,0,different
790,save temporary copies automatically,color drawings,different,0,different
791,paste tool,color drawings,different,0,different
792,save load pocketpaint format,color drawings,different,0,different
793,save load pocketpaint format,color drawings,different,0,different
794,hide unhide layer,color drawings,different,0,different
795,share feature,color drawings,different,0,different
796,feedback menu entry overflow menu,color drawings,different,0,different
797,spray tool,color drawings,different,0,different
798,insert image catrobat media gallery,color drawings,different,0,different
799,auto crop icon,color drawings,different,0,different
800,hint change default settings tools,color drawings,different,0,different
801,checkmark confirm tool applications,color drawings,different,0,different
802,copy paste symbols stamp tool selection application,color drawings,different,0,different
803,save dialog,color drawings,different,0,different
804,better compression research implementation,color drawings,different,0,different
805,export,color drawings,different,0,different
806,confirm tool application selecting tool,color drawings,different,0,different
807,center button transform tool,color drawings,different,0,different
808,fastlane support huawei store,color drawings,different,0,different
809,github crowdin integration,color drawings,different,0,different
810,build paintroid pull requests catroid develop jenkins,color drawings,different,0,different
811,reuse drawingsurface pipette activity,color drawings,different,0,different
812,image file size editing,color drawings,different,0,different
813,upload mapping jenkins release builds,color drawings,different,0,different
814,correct user intended position tools,color drawings,different,0,different
817,save temporary copies automatically,color fill tool,different,0,different
819,save load pocketpaint format,color fill tool,different,0,different
820,save load pocketpaint format,color fill tool,different,0,different
821,hide unhide layer,color fill tool,different,0,different
822,share feature,color fill tool,different,0,different
823,feedback menu entry overflow menu,color fill tool,different,0,different
825,insert image catrobat media gallery,color fill tool,different,0,different
826,auto crop icon,color fill tool,different,0,different
830,save dialog,color fill tool,different,0,different
831,better compression research implementation,color fill tool,different,0,different
832,export,color fill tool,different,0,different
835,fastlane support huawei store,color fill tool,different,0,different
836,github crowdin integration,color fill tool,different,0,different
837,build paintroid pull requests catroid develop jenkins,color fill tool,different,0,different
838,reuse drawingsurface pipette activity,color fill tool,different,0,different
839,image file size editing,color fill tool,different,0,different
840,upload mapping jenkins release builds,color fill tool,different,0,different
842,close transform tool options clicking apply,color grid,different,0,different
843,save temporary copies automatically,color grid,different,0,different
844,paste tool,color grid,different,0,different
845,save load pocketpaint format,color grid,different,0,different
846,save load pocketpaint format,color grid,different,0,different
847,hide unhide layer,color grid,different,0,different
848,share feature,color grid,different,0,different
849,feedback menu entry overflow menu,color grid,different,0,different
850,spray tool,color grid,different,0,different
851,insert image catrobat media gallery,color grid,different,0,different
852,auto crop icon,color grid,different,0,different
853,hint change default settings tools,color grid,different,0,different
854,checkmark confirm tool applications,color grid,different,0,different
855,copy paste symbols stamp tool selection application,color grid,different,0,different
856,save dialog,color grid,different,0,different
857,better compression research implementation,color grid,different,0,different
858,export,color grid,different,0,different
859,confirm tool application selecting tool,color grid,different,0,different
860,center button transform tool,color grid,different,0,different
861,fastlane support huawei store,color grid,different,0,different
862,github crowdin integration,color grid,different,0,different
863,build paintroid pull requests catroid develop jenkins,color grid,different,0,different
864,reuse drawingsurface pipette activity,color grid,different,0,different
865,image file size editing,color grid,different,0,different
866,upload mapping jenkins release builds,color grid,different,0,different
867,correct user intended position tools,color grid,different,0,different
868,close transform tool options clicking apply,color picker,different,0,different
869,save temporary copies automatically,color picker,different,0,different
870,paste tool,color picker,different,0,different
871,save load pocketpaint format,color picker,different,0,different
872,save load pocketpaint format,color picker,different,0,different
873,hide unhide layer,color picker,different,0,different
874,share feature,color picker,different,0,different
875,feedback menu entry overflow menu,color picker,different,0,different
876,spray tool,color picker,different,0,different
877,insert image catrobat media gallery,color picker,different,0,different
878,auto crop icon,color picker,different,0,different
879,hint change default settings tools,color picker,different,0,different
880,checkmark confirm tool applications,color picker,different,0,different
881,copy paste symbols stamp tool selection application,color picker,different,0,different
882,save dialog,color picker,different,0,different
883,better compression research implementation,color picker,different,0,different
884,export,color picker,different,0,different
885,confirm tool application selecting tool,color picker,different,0,different
886,center button transform tool,color picker,different,0,different
887,fastlane support huawei store,color picker,different,0,different
888,github crowdin integration,color picker,different,0,different
889,build paintroid pull requests catroid develop jenkins,color picker,different,0,different
890,reuse drawingsurface pipette activity,color picker,different,0,different
891,image file size editing,color picker,different,0,different
892,upload mapping jenkins release builds,color picker,different,0,different
893,correct user intended position tools,color picker,different,0,different
894,close transform tool options clicking apply,colour fill option,different,0,different
895,save temporary copies automatically,colour fill option,different,0,different
896,paste tool,colour fill option,different,0,different
897,save load pocketpaint format,colour fill option,different,0,different
898,save load pocketpaint format,colour fill option,different,0,different
899,hide unhide layer,colour fill option,different,0,different
900,share feature,colour fill option,different,0,different
901,feedback menu entry overflow menu,colour fill option,different,0,different
902,spray tool,colour fill option,different,0,different
903,insert image catrobat media gallery,colour fill option,different,0,different
904,auto crop icon,colour fill option,different,0,different
905,hint change default settings tools,colour fill option,different,0,different
906,checkmark confirm tool applications,colour fill option,different,0,different
907,copy paste symbols stamp tool selection application,colour fill option,different,0,different
908,save dialog,colour fill option,different,0,different
909,better compression research implementation,colour fill option,different,0,different
910,export,colour fill option,different,0,different
911,confirm tool application selecting tool,colour fill option,different,0,different
912,center button transform tool,colour fill option,different,0,different
913,fastlane support huawei store,colour fill option,different,0,different
914,github crowdin integration,colour fill option,different,0,different
915,build paintroid pull requests catroid develop jenkins,colour fill option,different,0,different
916,reuse drawingsurface pipette activity,colour fill option,different,0,different
917,image file size editing,colour fill option,different,0,different
918,upload mapping jenkins release builds,colour fill option,different,0,different
919,correct user intended position tools,colour fill option,different,0,different
920,dynamic color scheme,colour fill option,different,0,different
921,close transform tool options clicking apply,colour picker,different,0,different
922,save temporary copies automatically,colour picker,different,0,different
923,paste tool,colour picker,different,0,different
924,save load pocketpaint format,colour picker,different,0,different
925,save load pocketpaint format,colour picker,different,0,different
926,hide unhide layer,colour picker,different,0,different
927,share feature,colour picker,different,0,different
928,feedback menu entry overflow menu,colour picker,different,0,different
929,spray tool,colour picker,different,0,different
930,insert image catrobat media gallery,colour picker,different,0,different
931,auto crop icon,colour picker,different,0,different
932,hint change default settings tools,colour picker,different,0,different
933,checkmark confirm tool applications,colour picker,different,0,different
934,copy paste symbols stamp tool selection application,colour picker,different,0,different
935,save dialog,colour picker,different,0,different
936,better compression research implementation,colour picker,different,0,different
937,export,colour picker,different,0,different
938,confirm tool application selecting tool,colour picker,different,0,different
939,center button transform tool,colour picker,different,0,different
940,fastlane support huawei store,colour picker,different,0,different
941,github crowdin integration,colour picker,different,0,different
942,build paintroid pull requests catroid develop jenkins,colour picker,different,0,different
943,reuse drawingsurface pipette activity,colour picker,different,0,different
944,image file size editing,colour picker,different,0,different
945,upload mapping jenkins release builds,colour picker,different,0,different
946,correct user intended position tools,colour picker,different,0,different
947,close transform tool options clicking apply,colour shades,different,0,different
948,save temporary copies automatically,colour shades,different,0,different
949,paste tool,colour shades,different,0,different
950,save load pocketpaint format,colour shades,different,0,different
951,save load pocketpaint format,colour shades,different,0,different
952,hide unhide layer,colour shades,different,0,different
953,share feature,colour shades,different,0,different
954,feedback menu entry overflow menu,colour shades,different,0,different
955,spray tool,colour shades,different,0,different
956,insert image catrobat media gallery,colour shades,different,0,different
957,auto crop icon,colour shades,different,0,different
958,hint change default settings tools,colour shades,different,0,different
959,checkmark confirm tool applications,colour shades,different,0,different
960,copy paste symbols stamp tool selection application,colour shades,different,0,different
961,save dialog,colour shades,different,0,different
962,better compression research implementation,colour shades,different,0,different
963,export,colour shades,different,0,different
964,confirm tool application selecting tool,colour shades,different,0,different
965,center button transform tool,colour shades,different,0,different
966,fastlane support huawei store,colour shades,different,0,different
967,github crowdin integration,colour shades,different,0,different
968,build paintroid pull requests catroid develop jenkins,colour shades,different,0,different
969,reuse drawingsurface pipette activity,colour shades,different,0,different
970,image file size editing,colour shades,different,0,different
971,upload mapping jenkins release builds,colour shades,different,0,different
972,correct user intended position tools,colour shades,different,0,different
973,close transform tool options clicking apply,converting photos from mb,different,0,different
974,save temporary copies automatically,converting photos from mb,different,0,different
975,paste tool,converting photos from mb,different,0,different
976,save load pocketpaint format,converting photos from mb,different,0,different
977,save load pocketpaint format,converting photos from mb,different,0,different
978,hide unhide layer,converting photos from mb,different,0,different
979,share feature,converting photos from mb,different,0,different
980,feedback menu entry overflow menu,converting photos from mb,different,0,different
981,spray tool,converting photos from mb,different,0,different
982,insert image catrobat media gallery,converting photos from mb,different,0,different
983,auto crop icon,converting photos from mb,different,0,different
984,hint change default settings tools,converting photos from mb,different,0,different
985,checkmark confirm tool applications,converting photos from mb,different,0,different
986,copy paste symbols stamp tool selection application,converting photos from mb,different,0,different
987,save dialog,converting photos from mb,different,0,different
988,better compression research implementation,converting photos from mb,different,0,different
989,export,converting photos from mb,different,0,different
990,confirm tool application selecting tool,converting photos from mb,different,0,different
991,center button transform tool,converting photos from mb,different,0,different
992,fastlane support huawei store,converting photos from mb,different,0,different
993,github crowdin integration,converting photos from mb,different,0,different
994,build paintroid pull requests catroid develop jenkins,converting photos from mb,different,0,different
995,reuse drawingsurface pipette activity,converting photos from mb,different,0,different
996,image file size editing,converting photos from mb,different,0,different
997,upload mapping jenkins release builds,converting photos from mb,different,0,different
998,correct user intended position tools,converting photos from mb,different,0,different
999,dynamic color scheme,converting photos from mb,different,0,different
1000,close transform tool options clicking apply,copy paste,different,0,different
1001,save temporary copies automatically,copy paste,different,0,different
1002,save load pocketpaint format,copy paste,different,0,different
1003,save load pocketpaint format,copy paste,different,0,different
1004,hide unhide layer,copy paste,different,0,different
1005,share feature,copy paste,different,0,different
1006,feedback menu entry overflow menu,copy paste,different,0,different
1007,spray tool,copy paste,different,0,different
1008,insert image catrobat media gallery,copy paste,different,0,different
1009,auto crop icon,copy paste,different,0,different
1010,hint change default settings tools,copy paste,different,0,different
1011,checkmark confirm tool applications,copy paste,different,0,different
1012,save dialog,copy paste,different,0,different
1013,better compression research implementation,copy paste,different,0,different
1014,export,copy paste,different,0,different
1015,confirm tool application selecting tool,copy paste,different,0,different
1016,center button transform tool,copy paste,different,0,different
1017,fastlane support huawei store,copy paste,different,0,different
1018,github crowdin integration,copy paste,different,0,different
1019,build paintroid pull requests catroid develop jenkins,copy paste,different,0,different
1020,reuse drawingsurface pipette activity,copy paste,different,0,different
1021,image file size editing,copy paste,different,0,different
1022,upload mapping jenkins release builds,copy paste,different,0,different
1023,correct user intended position tools,copy paste,different,0,different
1024,dynamic color scheme,copy paste,different,0,different
1025,close transform tool options clicking apply,correct point,different,0,different
1026,save temporary copies automatically,correct point,different,0,different
1027,paste tool,correct point,different,0,different
1028,save load pocketpaint format,correct point,different,0,different
1029,save load pocketpaint format,correct point,different,0,different
1030,hide unhide layer,correct point,different,0,different
1031,share feature,correct point,different,0,different
1032,feedback menu entry overflow menu,correct point,different,0,different
1033,spray tool,correct point,different,0,different
1034,insert image catrobat media gallery,correct point,different,0,different
1035,auto crop icon,correct point,different,0,different
1036,hint change default settings tools,correct point,different,0,different
1037,checkmark confirm tool applications,correct point,different,0,different
1038,copy paste symbols stamp tool selection application,correct point,different,0,different
1039,save dialog,correct point,different,0,different
1040,better compression research implementation,correct point,different,0,different
1041,export,correct point,different,0,different
1042,confirm tool application selecting tool,correct point,different,0,different
1043,center button transform tool,correct point,different,0,different
1044,fastlane support huawei store,correct point,different,0,different
1045,github crowdin integration,correct point,different,0,different
1046,build paintroid pull requests catroid develop jenkins,correct point,different,0,different
1047,reuse drawingsurface pipette activity,correct point,different,0,different
1048,image file size editing,correct point,different,0,different
1049,upload mapping jenkins release builds,correct point,different,0,different
1051,dynamic color scheme,correct point,different,0,different
1052,close transform tool options clicking apply,create graphics,different,0,different
1053,save temporary copies automatically,create graphics,different,0,different
1054,paste tool,create graphics,different,0,different
1055,save load pocketpaint format,create graphics,different,0,different
1056,save load pocketpaint format,create graphics,different,0,different
1057,hide unhide layer,create graphics,different,0,different
1058,share feature,create graphics,different,0,different
1059,feedback menu entry overflow menu,create graphics,different,0,different
1060,spray tool,create graphics,different,0,different
1061,insert image catrobat media gallery,create graphics,different,0,different
1062,auto crop icon,create graphics,different,0,different
1063,hint change default settings tools,create graphics,different,0,different
1064,checkmark confirm tool applications,create graphics,different,0,different
1065,copy paste symbols stamp tool selection application,create graphics,different,0,different
1066,save dialog,create graphics,different,0,different
1067,better compression research implementation,create graphics,different,0,different
1068,export,create graphics,different,0,different
1069,confirm tool application selecting tool,create graphics,different,0,different
1070,center button transform tool,create graphics,different,0,different
1071,fastlane support huawei store,create graphics,different,0,different
1072,github crowdin integration,create graphics,different,0,different
1073,build paintroid pull requests catroid develop jenkins,create graphics,different,0,different
1074,reuse drawingsurface pipette activity,create graphics,different,0,different
1075,image file size editing,create graphics,different,0,different
1076,upload mapping jenkins release builds,create graphics,different,0,different
1077,correct user intended position tools,create graphics,different,0,different
1078,dynamic color scheme,create graphics,different,0,different
1079,close transform tool options clicking apply,create pictures,different,0,different
1080,save temporary copies automatically,create pictures,different,0,different
1081,paste tool,create pictures,different,0,different
1082,save load pocketpaint format,create pictures,different,0,different
1083,save load pocketpaint format,create pictures,different,0,different
1084,hide unhide layer,create pictures,different,0,different
1085,share feature,create pictures,different,0,different
1086,feedback menu entry overflow menu,create pictures,different,0,different
1087,spray tool,create pictures,different,0,different
1088,insert image catrobat media gallery,create pictures,different,0,different
1089,auto crop icon,create pictures,different,0,different
1090,hint change default settings tools,create pictures,different,0,different
1091,checkmark confirm tool applications,create pictures,different,0,different
1092,copy paste symbols stamp tool selection application,create pictures,different,0,different
1093,save dialog,create pictures,different,0,different
1094,better compression research implementation,create pictures,different,0,different
1095,export,create pictures,different,0,different
1096,confirm tool application selecting tool,create pictures,different,0,different
1097,center button transform tool,create pictures,different,0,different
1098,fastlane support huawei store,create pictures,different,0,different
1099,github crowdin integration,create pictures,different,0,different
1100,build paintroid pull requests catroid develop jenkins,create pictures,different,0,different
1101,reuse drawingsurface pipette activity,create pictures,different,0,different
1102,image file size editing,create pictures,different,0,different
1103,upload mapping jenkins release builds,create pictures,different,0,different
1104,correct user intended position tools,create pictures,different,0,different
1105,dynamic color scheme,create pictures,different,0,different
1106,close transform tool options clicking apply,creating a option,different,0,different
1107,save temporary copies automatically,creating a option,different,0,different
1108,paste tool,creating a option,different,0,different
1109,save load pocketpaint format,creating a option,different,0,different
1110,save load pocketpaint format,creating a option,different,0,different
1111,hide unhide layer,creating a option,different,0,different
1112,share feature,creating a option,different,0,different
1113,feedback menu entry overflow menu,creating a option,different,0,different
1114,spray tool,creating a option,different,0,different
1115,insert image catrobat media gallery,creating a option,different,0,different
1116,auto crop icon,creating a option,different,0,different
1117,hint change default settings tools,creating a option,different,0,different
1118,checkmark confirm tool applications,creating a option,different,0,different
1119,copy paste symbols stamp tool selection application,creating a option,different,0,different
1120,save dialog,creating a option,different,0,different
1121,better compression research implementation,creating a option,different,0,different
1122,export,creating a option,different,0,different
1123,confirm tool application selecting tool,creating a option,different,0,different
1124,center button transform tool,creating a option,different,0,different
1125,fastlane support huawei store,creating a option,different,0,different
1126,github crowdin integration,creating a option,different,0,different
1127,build paintroid pull requests catroid develop jenkins,creating a option,different,0,different
1128,reuse drawingsurface pipette activity,creating a option,different,0,different
1129,image file size editing,creating a option,different,0,different
1130,upload mapping jenkins release builds,creating a option,different,0,different
1131,correct user intended position tools,creating a option,different,0,different
1132,dynamic color scheme,creating a option,different,0,different
1133,close transform tool options clicking apply,crop edge,different,0,different
1134,save temporary copies automatically,crop edge,different,0,different
1135,paste tool,crop edge,different,0,different
1136,save load pocketpaint format,crop edge,different,0,different
1137,save load pocketpaint format,crop edge,different,0,different
1138,hide unhide layer,crop edge,different,0,different
1139,share feature,crop edge,different,0,different
1140,feedback menu entry overflow menu,crop edge,different,0,different
1141,spray tool,crop edge,different,0,different
1142,insert image catrobat media gallery,crop edge,different,0,different
1143,hint change default settings tools,crop edge,different,0,different
1144,checkmark confirm tool applications,crop edge,different,0,different
1145,copy paste symbols stamp tool selection application,crop edge,different,0,different
1146,save dialog,crop edge,different,0,different
1147,better compression research implementation,crop edge,different,0,different
1148,export,crop edge,different,0,different
1149,confirm tool application selecting tool,crop edge,different,0,different
1150,center button transform tool,crop edge,different,0,different
1151,fastlane support huawei store,crop edge,different,0,different
1152,github crowdin integration,crop edge,different,0,different
1153,build paintroid pull requests catroid develop jenkins,crop edge,different,0,different
1154,reuse drawingsurface pipette activity,crop edge,different,0,different
1155,image file size editing,crop edge,different,0,different
1156,upload mapping jenkins release builds,crop edge,different,0,different
1157,correct user intended position tools,crop edge,different,0,different
1158,dynamic color scheme,crop edge,different,0,different
1159,close transform tool options clicking apply,crop images,different,0,different
1160,save temporary copies automatically,crop images,different,0,different
1161,paste tool,crop images,different,0,different
1162,save load pocketpaint format,crop images,different,0,different
1163,save load pocketpaint format,crop images,different,0,different
1164,hide unhide layer,crop images,different,0,different
1165,share feature,crop images,different,0,different
1166,feedback menu entry overflow menu,crop images,different,0,different
1167,spray tool,crop images,different,0,different
1168,insert image catrobat media gallery,crop images,different,0,different
1169,hint change default settings tools,crop images,different,0,different
1170,checkmark confirm tool applications,crop images,different,0,different
1171,copy paste symbols stamp tool selection application,crop images,different,0,different
1172,save dialog,crop images,different,0,different
1173,better compression research implementation,crop images,different,0,different
1174,export,crop images,different,0,different
1175,confirm tool application selecting tool,crop images,different,0,different
1176,center button transform tool,crop images,different,0,different
1177,fastlane support huawei store,crop images,different,0,different
1178,github crowdin integration,crop images,different,0,different
1179,build paintroid pull requests catroid develop jenkins,crop images,different,0,different
1180,reuse drawingsurface pipette activity,crop images,different,0,different
1181,image file size editing,crop images,different,0,different
1182,upload mapping jenkins release builds,crop images,different,0,different
1183,correct user intended position tools,crop images,different,0,different
1184,dynamic color scheme,crop images,different,0,different
1186,save temporary copies automatically,curve tool,different,0,different
1188,save load pocketpaint format,curve tool,different,0,different
1189,save load pocketpaint format,curve tool,different,0,different
1190,hide unhide layer,curve tool,different,0,different
1191,share feature,curve tool,different,0,different
1192,feedback menu entry overflow menu,curve tool,different,0,different
1194,insert image catrobat media gallery,curve tool,different,0,different
1195,auto crop icon,curve tool,different,0,different
1199,save dialog,curve tool,different,0,different
1200,better compression research implementation,curve tool,different,0,different
1201,export,curve tool,different,0,different
1204,fastlane support huawei store,curve tool,different,0,different
1205,github crowdin integration,curve tool,different,0,different
1206,build paintroid pull requests catroid develop jenkins,curve tool,different,0,different
1207,reuse drawingsurface pipette activity,curve tool,different,0,different
1208,image file size editing,curve tool,different,0,different
1209,upload mapping jenkins release builds,curve tool,different,0,different
1211,dynamic color scheme,curve tool,different,0,different
1212,close transform tool options clicking apply,dank prince,different,0,different
1213,save temporary copies automatically,dank prince,different,0,different
1214,paste tool,dank prince,different,0,different
1215,save load pocketpaint format,dank prince,different,0,different
1216,save load pocketpaint format,dank prince,different,0,different
1217,hide unhide layer,dank prince,different,0,different
1218,share feature,dank prince,different,0,different
1219,feedback menu entry overflow menu,dank prince,different,0,different
1220,spray tool,dank prince,different,0,different
1221,insert image catrobat media gallery,dank prince,different,0,different
1222,auto crop icon,dank prince,different,0,different
1223,hint change default settings tools,dank prince,different,0,different
1224,checkmark confirm tool applications,dank prince,different,0,different
1225,copy paste symbols stamp tool selection application,dank prince,different,0,different
1226,save dialog,dank prince,different,0,different
1227,better compression research implementation,dank prince,different,0,different
1228,export,dank prince,different,0,different
1229,confirm tool application selecting tool,dank prince,different,0,different
1230,center button transform tool,dank prince,different,0,different
1231,fastlane support huawei store,dank prince,different,0,different
1232,github crowdin integration,dank prince,different,0,different
1233,build paintroid pull requests catroid develop jenkins,dank prince,different,0,different
1234,reuse drawingsurface pipette activity,dank prince,different,0,different
1235,image file size editing,dank prince,different,0,different
1236,upload mapping jenkins release builds,dank prince,different,0,different
1237,correct user intended position tools,dank prince,different,0,different
1238,dynamic color scheme,dank prince,different,0,different
1239,close transform tool options clicking apply,dead fast,different,0,different
1240,save temporary copies automatically,dead fast,different,0,different
1241,paste tool,dead fast,different,0,different
1242,save load pocketpaint format,dead fast,different,0,different
1243,save load pocketpaint format,dead fast,different,0,different
1244,hide unhide layer,dead fast,different,0,different
1245,share feature,dead fast,different,0,different
1246,feedback menu entry overflow menu,dead fast,different,0,different
1247,spray tool,dead fast,different,0,different
1248,insert image catrobat media gallery,dead fast,different,0,different
1249,auto crop icon,dead fast,different,0,different
1250,hint change default settings tools,dead fast,different,0,different
1251,checkmark confirm tool applications,dead fast,different,0,different
1252,copy paste symbols stamp tool selection application,dead fast,different,0,different
1253,save dialog,dead fast,different,0,different
1254,better compression research implementation,dead fast,different,0,different
1255,export,dead fast,different,0,different
1256,confirm tool application selecting tool,dead fast,different,0,different
1257,center button transform tool,dead fast,different,0,different
1258,fastlane support huawei store,dead fast,different,0,different
1259,github crowdin integration,dead fast,different,0,different
1260,build paintroid pull requests catroid develop jenkins,dead fast,different,0,different
1261,reuse drawingsurface pipette activity,dead fast,different,0,different
1262,image file size editing,dead fast,different,0,different
1263,upload mapping jenkins release builds,dead fast,different,0,different
1264,correct user intended position tools,dead fast,different,0,different
1265,dynamic color scheme,dead fast,different,0,different
1266,close transform tool options clicking apply,dedicated pan,different,0,different
1267,save temporary copies automatically,dedicated pan,different,0,different
1268,paste tool,dedicated pan,different,0,different
1269,save load pocketpaint format,dedicated pan,different,0,different
1270,save load pocketpaint format,dedicated pan,different,0,different
1271,hide unhide layer,dedicated pan,different,0,different
1272,share feature,dedicated pan,different,0,different
1273,feedback menu entry overflow menu,dedicated pan,different,0,different
1274,spray tool,dedicated pan,different,0,different
1275,insert image catrobat media gallery,dedicated pan,different,0,different
1276,auto crop icon,dedicated pan,different,0,different
1277,hint change default settings tools,dedicated pan,different,0,different
1278,checkmark confirm tool applications,dedicated pan,different,0,different
1279,copy paste symbols stamp tool selection application,dedicated pan,different,0,different
1280,save dialog,dedicated pan,different,0,different
1281,better compression research implementation,dedicated pan,different,0,different
1282,export,dedicated pan,different,0,different
1283,confirm tool application selecting tool,dedicated pan,different,0,different
1284,center button transform tool,dedicated pan,different,0,different
1285,fastlane support huawei store,dedicated pan,different,0,different
1286,github crowdin integration,dedicated pan,different,0,different
1287,build paintroid pull requests catroid develop jenkins,dedicated pan,different,0,different
1288,reuse drawingsurface pipette activity,dedicated pan,different,0,different
1289,image file size editing,dedicated pan,different,0,different
1290,upload mapping jenkins release builds,dedicated pan,different,0,different
1291,correct user intended position tools,dedicated pan,different,0,different
1292,dynamic color scheme,dedicated pan,different,0,different
1293,close transform tool options clicking apply,device folder,different,0,different
1294,save temporary copies automatically,device folder,different,0,different
1295,paste tool,device folder,different,0,different
1296,save load pocketpaint format,device folder,different,0,different
1297,save load pocketpaint format,device folder,different,0,different
1298,hide unhide layer,device folder,different,0,different
1299,share feature,device folder,different,0,different
1300,feedback menu entry overflow menu,device folder,different,0,different
1301,spray tool,device folder,different,0,different
1302,insert image catrobat media gallery,device folder,different,0,different
1303,auto crop icon,device folder,different,0,different
1304,hint change default settings tools,device folder,different,0,different
1305,checkmark confirm tool applications,device folder,different,0,different
1306,copy paste symbols stamp tool selection application,device folder,different,0,different
1307,save dialog,device folder,different,0,different
1308,better compression research implementation,device folder,different,0,different
1309,export,device folder,different,0,different
1310,confirm tool application selecting tool,device folder,different,0,different
1311,center button transform tool,device folder,different,0,different
1312,fastlane support huawei store,device folder,different,0,different
1313,github crowdin integration,device folder,different,0,different
1314,build paintroid pull requests catroid develop jenkins,device folder,different,0,different
1315,reuse drawingsurface pipette activity,device folder,different,0,different
1316,image file size editing,device folder,different,0,different
1317,upload mapping jenkins release builds,device folder,different,0,different
1318,correct user intended position tools,device folder,different,0,different
1319,dynamic color scheme,device folder,different,0,different
1320,close transform tool options clicking apply,do some quite,different,0,different
1321,save temporary copies automatically,do some quite,different,0,different
1322,paste tool,do some quite,different,0,different
1323,save load pocketpaint format,do some quite,different,0,different
1324,save load pocketpaint format,do some quite,different,0,different
1325,hide unhide layer,do some quite,different,0,different
1326,share feature,do some quite,different,0,different
1327,feedback menu entry overflow menu,do some quite,different,0,different
1328,spray tool,do some quite,different,0,different
1329,insert image catrobat media gallery,do some quite,different,0,different
1330,auto crop icon,do some quite,different,0,different
1331,hint change default settings tools,do some quite,different,0,different
1332,checkmark confirm tool applications,do some quite,different,0,different
1333,copy paste symbols stamp tool selection application,do some quite,different,0,different
1334,save dialog,do some quite,different,0,different
1335,better compression research implementation,do some quite,different,0,different
1336,export,do some quite,different,0,different
1337,confirm tool application selecting tool,do some quite,different,0,different
1338,center button transform tool,do some quite,different,0,different
1339,fastlane support huawei store,do some quite,different,0,different
1340,github crowdin integration,do some quite,different,0,different
1341,build paintroid pull requests catroid develop jenkins,do some quite,different,0,different
1342,reuse drawingsurface pipette activity,do some quite,different,0,different
1343,image file size editing,do some quite,different,0,different
1344,upload mapping jenkins release builds,do some quite,different,0,different
1345,correct user intended position tools,do some quite,different,0,different
1346,dynamic color scheme,do some quite,different,0,different
1347,close transform tool options clicking apply,draw frames,different,0,different
1348,save temporary copies automatically,draw frames,different,0,different
1349,paste tool,draw frames,different,0,different
1350,save load pocketpaint format,draw frames,different,0,different
1351,save load pocketpaint format,draw frames,different,0,different
1352,hide unhide layer,draw frames,different,0,different
1353,share feature,draw frames,different,0,different
1354,feedback menu entry overflow menu,draw frames,different,0,different
1355,spray tool,draw frames,different,0,different
1356,insert image catrobat media gallery,draw frames,different,0,different
1357,auto crop icon,draw frames,different,0,different
1358,hint change default settings tools,draw frames,different,0,different
1359,checkmark confirm tool applications,draw frames,different,0,different
1360,copy paste symbols stamp tool selection application,draw frames,different,0,different
1361,save dialog,draw frames,different,0,different
1362,better compression research implementation,draw frames,different,0,different
1363,export,draw frames,different,0,different
1364,confirm tool application selecting tool,draw frames,different,0,different
1365,center button transform tool,draw frames,different,0,different
1366,fastlane support huawei store,draw frames,different,0,different
1367,github crowdin integration,draw frames,different,0,different
1368,build paintroid pull requests catroid develop jenkins,draw frames,different,0,different
1369,reuse drawingsurface pipette activity,draw frames,different,0,different
1370,image file size editing,draw frames,different,0,different
1371,upload mapping jenkins release builds,draw frames,different,0,different
1372,correct user intended position tools,draw frames,different,0,different
1373,dynamic color scheme,draw frames,different,0,different
1374,close transform tool options clicking apply,draw some lines,different,0,different
1375,save temporary copies automatically,draw some lines,different,0,different
1376,paste tool,draw some lines,different,0,different
1377,save load pocketpaint format,draw some lines,different,0,different
1378,save load pocketpaint format,draw some lines,different,0,different
1379,hide unhide layer,draw some lines,different,0,different
1380,share feature,draw some lines,different,0,different
1381,feedback menu entry overflow menu,draw some lines,different,0,different
1382,spray tool,draw some lines,different,0,different
1383,insert image catrobat media gallery,draw some lines,different,0,different
1384,auto crop icon,draw some lines,different,0,different
1385,hint change default settings tools,draw some lines,different,0,different
1386,checkmark confirm tool applications,draw some lines,different,0,different
1387,copy paste symbols stamp tool selection application,draw some lines,different,0,different
1388,save dialog,draw some lines,different,0,different
1389,better compression research implementation,draw some lines,different,0,different
1390,export,draw some lines,different,0,different
1391,confirm tool application selecting tool,draw some lines,different,0,different
1392,center button transform tool,draw some lines,different,0,different
1393,fastlane support huawei store,draw some lines,different,0,different
